segment_id,street_id,street_name,street_type,velocity,max_velocity,s_node_id,s_long,s_lat,e_node_id,e_long,e_lat,slow_traffic
7446,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757885335,106.73194,10.8745677,366384197,106.7319286,10.8746127,0
7447,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757885335,106.73194,10.8745677,5757885634,106.7320031,10.8743202,0
7448,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757885634,106.7320031,10.8743202,5757885335,106.73194,10.8745677,0
7449,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757885634,106.7320031,10.8743202,5757826352,106.7320462,10.8741509,0
7450,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757826352,106.7320462,10.8741509,5757885634,106.7320031,10.8743202,0
7451,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,5757826352,106.7320462,10.8741509,366402599,106.7320888,10.8740141,0
7452,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,366402599,106.7320888,10.8740141,5757826352,106.7320462,10.8741509,0
7453,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,366402599,106.7320888,10.8740141,366423181,106.7321868,10.8736421,0
7454,32581293,Tỉnh lộ 43,secondary,21.6,47.519646365422396,366423181,106.7321868,10.8736421,366402599,106.7320888,10.8740141,0
7455,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,5762890454,106.8052434,10.8750419,5762890473,106.8052059,10.8749497,0
7456,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,5762890473,106.8052059,10.8749497,5762890454,106.8052434,10.8750419,0
7457,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,5762890473,106.8052059,10.8749497,4834867050,106.805155,10.874695,0
7458,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,4834867050,106.805155,10.874695,5762890473,106.8052059,10.8749497,0
7459,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,4834867050,106.805155,10.874695,3342113696,106.8051189,10.874546,0
7460,32581295,Phường Đông Hòa,tertiary,29.75045045045045,47.91718170580964,3342113696,106.8051189,10.874546,4834867050,106.805155,10.874695,0
7573,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755090041,106.6490833,10.8761153,3344100743,106.6482947,10.8762263,0
7574,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344100743,106.6482947,10.8762263,5755090041,106.6490833,10.8761153,0
7575,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344100743,106.6482947,10.8762263,3344037326,106.6466882,10.8764734,0
7576,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344037326,106.6466882,10.8764734,3344100743,106.6482947,10.8762263,0
7577,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344037326,106.6466882,10.8764734,366372671,106.6462637,10.8765313,0
7578,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366372671,106.6462637,10.8765313,3344037326,106.6466882,10.8764734,0
7579,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366372671,106.6462637,10.8765313,366452400,106.6445066,10.876758,0
7580,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366452400,106.6445066,10.876758,366372671,106.6462637,10.8765313,0
7581,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366452400,106.6445066,10.876758,366377746,106.6444966,10.8767593,0
7582,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366377746,106.6444966,10.8767593,366452400,106.6445066,10.876758,0
7583,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366377746,106.6444966,10.8767593,3344037331,106.6443582,10.8767773,0
7584,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344037331,106.6443582,10.8767773,366377746,106.6444966,10.8767593,0
7585,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,3344037331,106.6443582,10.8767773,366409963,106.6418178,10.877077,0
7586,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366409963,106.6418178,10.877077,3344037331,106.6443582,10.8767773,0
7587,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366409963,106.6418178,10.877077,2191957231,106.6411576,10.8771631,0
7588,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,2191957231,106.6411576,10.8771631,366409963,106.6418178,10.877077,0
7589,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,2191957231,106.6411576,10.8771631,366448847,106.6403867,10.8772983,0
7590,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366448847,106.6403867,10.8772983,2191957231,106.6411576,10.8771631,0
7591,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366448847,106.6403867,10.8772983,5755050321,106.6401649,10.8773558,0
7592,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050321,106.6401649,10.8773558,366448847,106.6403867,10.8772983,0
7593,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050321,106.6401649,10.8773558,5755050325,106.6394186,10.8777993,0
7594,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050325,106.6394186,10.8777993,5755050321,106.6401649,10.8773558,0
7595,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050325,106.6394186,10.8777993,5755048118,106.6392359,10.8778939,0
7596,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755048118,106.6392359,10.8778939,5755050325,106.6394186,10.8777993,0
7597,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755048118,106.6392359,10.8778939,366413970,106.6390644,10.8779826,0
7598,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366413970,106.6390644,10.8779826,5755048118,106.6392359,10.8778939,0
7599,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366413970,106.6390644,10.8779826,5755050326,106.6383982,10.8783564,0
7600,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050326,106.6383982,10.8783564,366413970,106.6390644,10.8779826,0
7601,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5755050326,106.6383982,10.8783564,2191963747,106.6380323,10.8785617,0
7602,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,2191963747,106.6380323,10.8785617,5755050326,106.6383982,10.8783564,0
7603,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,2191963747,106.6380323,10.8785617,366413778,106.6374008,10.8789198,0
7604,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366413778,106.6374008,10.8789198,2191963747,106.6380323,10.8785617,0
7605,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366413778,106.6374008,10.8789198,366464065,106.6354708,10.8799942,0
7606,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366464065,106.6354708,10.8799942,366413778,106.6374008,10.8789198,0
7607,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366464065,106.6354708,10.8799942,366453479,106.6338163,10.8808857,0
7608,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366453479,106.6338163,10.8808857,366464065,106.6354708,10.8799942,0
7609,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366453479,106.6338163,10.8808857,366391065,106.6320977,10.8818212,0
7610,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366391065,106.6320977,10.8818212,366453479,106.6338163,10.8808857,0
7611,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366391065,106.6320977,10.8818212,366400361,106.6307902,10.8825413,0
7612,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366400361,106.6307902,10.8825413,366391065,106.6320977,10.8818212,0
7613,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366400361,106.6307902,10.8825413,366388136,106.6300152,10.8830306,0
7614,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366388136,106.6300152,10.8830306,366400361,106.6307902,10.8825413,0
7615,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366388136,106.6300152,10.8830306,5752788338,106.6297015,10.8831819,0
7616,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5752788338,106.6297015,10.8831819,366388136,106.6300152,10.8830306,0
7617,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,5752788338,106.6297015,10.8831819,366369288,106.6294052,10.8833249,0
7618,32581395,Nguyễn Ảnh Thủ,secondary,47.519646365422396,47.519646365422396,366369288,106.6294052,10.8833249,5752788338,106.6297015,10.8831819,0
7935,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366415984,106.7436192,10.8697237,5767600931,106.7437953,10.8693793,0
7936,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767600931,106.7437953,10.8693793,366415984,106.7436192,10.8697237,0
7937,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767600931,106.7437953,10.8693793,366462364,106.7438244,10.8692998,0
7938,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366462364,106.7438244,10.8692998,5767600931,106.7437953,10.8693793,0
7939,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366462364,106.7438244,10.8692998,5767601216,106.7440357,10.8688557,0
7940,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601216,106.7440357,10.8688557,366462364,106.7438244,10.8692998,0
7943,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767600933,106.7440578,10.8688025,5767601322,106.7442014,10.8684566,0
7944,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601322,106.7442014,10.8684566,5767600933,106.7440578,10.8688025,0
7945,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601322,106.7442014,10.8684566,5767601222,106.7442581,10.86832,0
7946,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601222,106.7442581,10.86832,5767601322,106.7442014,10.8684566,0
7947,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601222,106.7442581,10.86832,5767601318,106.7442796,10.8682681,0
7949,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601318,106.7442796,10.8682681,366449018,106.7443362,10.8681318,0
7950,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366449018,106.7443362,10.8681318,5767601318,106.7442796,10.8682681,0
7951,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366449018,106.7443362,10.8681318,5767601228,106.744399,10.8680235,0
7952,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601228,106.744399,10.8680235,366449018,106.7443362,10.8681318,0
7953,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767601228,106.744399,10.8680235,366440525,106.7445547,10.8677554,0
7954,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366440525,106.7445547,10.8677554,5767601228,106.744399,10.8680235,0
7955,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366440525,106.7445547,10.8677554,5767600855,106.7446895,10.8676337,0
7956,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767600855,106.7446895,10.8676337,366440525,106.7445547,10.8677554,0
7957,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5767600855,106.7446895,10.8676337,366403106,106.7448773,10.8674654,0
7958,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366403106,106.7448773,10.8674654,5767600855,106.7446895,10.8676337,0
7959,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366403106,106.7448773,10.8674654,366422559,106.7449916,10.8673068,0
7960,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366422559,106.7449916,10.8673068,366403106,106.7448773,10.8674654,0
7961,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366422559,106.7449916,10.8673068,5772027857,106.7450121,10.8672379,0
7962,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027857,106.7450121,10.8672379,366422559,106.7449916,10.8673068,0
7963,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027857,106.7450121,10.8672379,5772027776,106.7449719,10.8670614,0
7964,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027776,106.7449719,10.8670614,5772027857,106.7450121,10.8672379,0
7965,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027776,106.7449719,10.8670614,366453032,106.7449527,10.8668295,0
7966,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366453032,106.7449527,10.8668295,5772027776,106.7449719,10.8670614,0
7967,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366453032,106.7449527,10.8668295,5772027859,106.7449809,10.8667317,0
7968,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027859,106.7449809,10.8667317,366453032,106.7449527,10.8668295,0
7969,32581689,Phường Tam Phú,residential,30.0,30.0,5772027859,106.7449809,10.8667317,366458637,106.745096,10.8660819,0
7970,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366458637,106.745096,10.8660819,5772027859,106.7449809,10.8667317,0
7971,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366458637,106.745096,10.8660819,5772027909,106.7451543,10.8656811,0
7972,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027909,106.7451543,10.8656811,366458637,106.745096,10.8660819,0
7973,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027909,106.7451543,10.8656811,5772027856,106.7451274,10.8654914,0
7974,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027856,106.7451274,10.8654914,5772027909,106.7451543,10.8656811,0
7975,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027856,106.7451274,10.8654914,366405624,106.7450318,10.8652893,0
7976,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366405624,106.7450318,10.8652893,5772027856,106.7451274,10.8654914,0
7977,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366405624,106.7450318,10.8652893,366460570,106.7449621,10.8651495,0
7978,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366460570,106.7449621,10.8651495,366405624,106.7450318,10.8652893,0
7979,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366460570,106.7449621,10.8651495,366370929,106.7447169,10.864767,0
7980,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366370929,106.7447169,10.864767,366460570,106.7449621,10.8651495,0
7981,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366370929,106.7447169,10.864767,366479167,106.7444898,10.8644335,0
7982,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366479167,106.7444898,10.8644335,366370929,106.7447169,10.864767,0
7983,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366479167,106.7444898,10.8644335,366475002,106.7444857,10.8643247,0
7984,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366475002,106.7444857,10.8643247,366479167,106.7444898,10.8644335,0
7985,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366475002,106.7444857,10.8643247,366371627,106.7445665,10.8642407,0
7986,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366371627,106.7445665,10.8642407,366475002,106.7444857,10.8643247,0
7987,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366371627,106.7445665,10.8642407,366436711,106.7447456,10.8641575,0
7988,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366436711,106.7447456,10.8641575,366371627,106.7445665,10.8642407,0
7989,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366436711,106.7447456,10.8641575,5772027770,106.7449683,10.8640822,0
7990,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027770,106.7449683,10.8640822,366436711,106.7447456,10.8641575,0
7991,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027770,106.7449683,10.8640822,366462125,106.7451077,10.864035,0
7992,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366462125,106.7451077,10.864035,5772027770,106.7449683,10.8640822,0
7993,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366462125,106.7451077,10.864035,5772027868,106.7452267,10.8639347,0
7994,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027868,106.7452267,10.8639347,366462125,106.7451077,10.864035,0
7995,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,5772027868,106.7452267,10.8639347,366437821,106.7453401,10.8637932,0
7996,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366437821,106.7453401,10.8637932,5772027868,106.7452267,10.8639347,0
7997,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,366437821,106.7453401,10.8637932,2326566436,106.7454594,10.8636069,0
7998,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,2326566436,106.7454594,10.8636069,366437821,106.7453401,10.8637932,0
7999,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,2326566436,106.7454594,10.8636069,3316038912,106.7455177,10.8635251,0
8000,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,3316038912,106.7455177,10.8635251,2326566436,106.7454594,10.8636069,0
8001,32581689,Phường Tam Phú,tertiary,47.91718170580964,47.91718170580964,3316038912,106.7455177,10.8635251,5772027869,106.7455507,10.8634757,0
8170,32581881,Hẻm 1129 Lạc Long Quân,tertiary,4.666666666666667,47.91718170580964,366368670,106.6521393,10.7895903,366418543,106.6520158,10.7896403,1
8171,32581881,Hẻm 1129 Lạc Long Quân,tertiary,4.666666666666667,47.91718170580964,366418543,106.6520158,10.7896403,366368670,106.6521393,10.7895903,1
8172,32581881,Hẻm 1129 Lạc Long Quân,tertiary,4.666666666666667,47.91718170580964,366418543,106.6520158,10.7896403,366385187,106.6518377,10.7897093,1
8173,32581881,Hẻm 1129 Lạc Long Quân,tertiary,4.666666666666667,47.91718170580964,366385187,106.6518377,10.7897093,366418543,106.6520158,10.7896403,1
8174,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,366399268,106.7748408,10.8674624,3169809340,106.7747087,10.8671944,0
8175,32581914,Đường số 14,tertiary,18.0,47.91718170580964,3169809340,106.7747087,10.8671944,366399268,106.7748408,10.8674624,1
8176,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,3169809340,106.7747087,10.8671944,366416771,106.7739891,10.8657092,0
8177,32581914,Đường số 14,tertiary,47.0,47.91718170580964,366416771,106.7739891,10.8657092,3169809340,106.7747087,10.8671944,0
8178,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,366416771,106.7739891,10.8657092,366406468,106.773864,10.8653706,0
8179,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,366406468,106.773864,10.8653706,366416771,106.7739891,10.8657092,0
8180,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,366406468,106.773864,10.8653706,366460033,106.7734113,10.8643839,0
8181,32581914,Đường số 14,tertiary,46.0,47.91718170580964,366460033,106.7734113,10.8643839,366406468,106.773864,10.8653706,0
8182,32581914,Đường số 14,tertiary,33.620535714285715,47.91718170580964,366460033,106.7734113,10.8643839,2955347908,106.7726741,10.8627062,0
8183,32581914,Đường số 14,tertiary,37.75,47.91718170580964,2955347908,106.7726741,10.8627062,366460033,106.7734113,10.8643839,0
8184,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,366426183,106.6970763,10.8062957,5773399945,106.6973342,10.8064336,0
8185,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5773399945,106.6973342,10.8064336,366426183,106.6970763,10.8062957,0
8186,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5773399945,106.6973342,10.8064336,366448187,106.6975025,10.8065236,0
8187,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,366448187,106.6975025,10.8065236,5773399945,106.6973342,10.8064336,0
8188,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,366448187,106.6975025,10.8065236,5773399938,106.6976727,10.8066647,0
8189,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5773399938,106.6976727,10.8066647,366448187,106.6975025,10.8065236,0
8190,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5773399938,106.6976727,10.8066647,5755149890,106.6977487,10.8067277,0
8191,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5755149890,106.6977487,10.8067277,5773399938,106.6976727,10.8066647,0
8192,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5755149890,106.6977487,10.8067277,5755149891,106.6977592,10.806799,0
8193,32581932,Phan Văn Trị,tertiary,25.569278654625542,47.91718170580964,5755149891,106.6977592,10.806799,5755149890,106.6977487,10.8067277,0
8194,32581944,Cầu Sài Gòn 1,trunk,47.03921568627451,50.0,2028465964,106.7321537,10.7998734,3057506129,106.7319201,10.7997621,0
8195,32581944,Cầu Sài Gòn 1,trunk,50.0,50.0,3057506129,106.7319201,10.7997621,4066355291,106.7286781,10.7991908,0
8196,32581944,Cầu Sài Gòn 1,trunk,47.03921568627451,50.0,4066355291,106.7286781,10.7991908,4066355188,106.7249694,10.7984922,0
8197,32581944,Cầu Sài Gòn 1,trunk,44.0,50.0,4066355188,106.7249694,10.7984922,4066363894,106.7228828,10.7980777,0
8198,32581944,Cầu Sài Gòn 1,trunk,47.03921568627451,50.0,4066363894,106.7228828,10.7980777,366448616,106.7224966,10.7980158,0
8199,32581965,Phạm Văn Chiêu,tertiary,40.0,47.91718170580964,366376094,106.665484,10.8541753,5894559843,106.665042,10.8540101,0
8200,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559843,106.665042,10.8540101,366376094,106.665484,10.8541753,0
8201,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559843,106.665042,10.8540101,366445362,106.6648888,10.8539528,0
8202,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366445362,106.6648888,10.8539528,5894559843,106.665042,10.8540101,0
8203,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366445362,106.6648888,10.8539528,3342343843,106.6648304,10.8539321,0
8204,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3342343843,106.6648304,10.8539321,366445362,106.6648888,10.8539528,0
8205,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3342343843,106.6648304,10.8539321,3169702457,106.6646592,10.8538712,0
8206,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3169702457,106.6646592,10.8538712,3342343843,106.6648304,10.8539321,0
8207,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3169702457,106.6646592,10.8538712,4423136078,106.6645768,10.8538419,0
8208,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,4423136078,106.6645768,10.8538419,3169702457,106.6646592,10.8538712,0
8209,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,4423136078,106.6645768,10.8538419,366378871,106.6644394,10.8537931,0
8210,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366378871,106.6644394,10.8537931,4423136078,106.6645768,10.8538419,0
8211,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366378871,106.6644394,10.8537931,5894559837,106.6642664,10.8537353,0
8212,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559837,106.6642664,10.8537353,366378871,106.6644394,10.8537931,0
8213,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559837,106.6642664,10.8537353,5894559811,106.6642364,10.8537253,0
8214,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559811,106.6642364,10.8537253,5894559837,106.6642664,10.8537353,0
8215,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559811,106.6642364,10.8537253,366460541,106.6637168,10.8535517,0
8216,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366460541,106.6637168,10.8535517,5894559811,106.6642364,10.8537253,0
8217,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,366460541,106.6637168,10.8535517,5894559838,106.6636559,10.8535302,0
8218,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559838,106.6636559,10.8535302,366460541,106.6637168,10.8535517,0
8219,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559838,106.6636559,10.8535302,5894559813,106.6634984,10.8534745,0
8220,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559813,106.6634984,10.8534745,5894559838,106.6636559,10.8535302,0
8221,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559813,106.6634984,10.8534745,5894559820,106.6633716,10.8534297,0
8222,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559820,106.6633716,10.8534297,5894559813,106.6634984,10.8534745,0
8223,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559820,106.6633716,10.8534297,5894559540,106.6630448,10.8533141,0
8224,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559540,106.6630448,10.8533141,5894559820,106.6633716,10.8534297,0
8225,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559540,106.6630448,10.8533141,5894559582,106.6628093,10.8532325,0
8226,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559582,106.6628093,10.8532325,5894559540,106.6630448,10.8533141,0
8227,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5894559582,106.6628093,10.8532325,5735781187,106.6625744,10.853151,0
8228,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5735781187,106.6625744,10.853151,5894559582,106.6628093,10.8532325,0
8229,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,5735781187,106.6625744,10.853151,3342343820,106.6622368,10.853034,0
8230,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3342343820,106.6622368,10.853034,5735781187,106.6625744,10.853151,0
8231,32581965,Phạm Văn Chiêu,tertiary,47.315384615384616,47.91718170580964,3342343820,106.6622368,10.853034,5735781199,106.6612894,10.8527144,0
